team_id,team_display_name,season,games_played,off_efficiency,def_efficiency,tempo,orb_rate,drb_rate,to_margin,ft_rate,three_rate,avg_point_diff,off_eff_std,three_pct_std,point_diff_std,off_eff_floor,def_eff_floor,point_diff_floor,wins,losses,record,adj_off_eff,adj_def_eff,sos,sos_avg,sos_std,num_games,sos_gap,sos_regression,off_floor_quality,diff_floor_quality,off_eff_std_pctile,three_pct_std_pctile,point_diff_std_pctile,off_penalty_mult,diff_penalty_mult,three_penalty_mult,off_eff_adj_var,three_pct_adj_var,point_diff_adj_var,consistency_score,efficiency_margin,margin_per_game,rebound_bonus,to_margin_bonus,ft_rate_bonus,consistency_bonus,supporting_bonus,power_rating_raw,preseason_rating,effective_returning,prior_weight,power_rating,rank
194,Ohio State Buckeyes,2012,38,115.74086013723935,81.02453860041992,65.98063767233062,0.3526089157481434,0.7472396303227461,0.04845571186008382,0.39553078732438207,0.26989905886451687,15.368421052631579,10.30408198017372,0.11540385558051341,14.596225081463151,97.69822250524773,110.85512356871419,-4.3,31,7,31-7,115.74086013723935,81.02453860041992,13.640540852648586,12.179130784699126,13.401553976607971,38,-4.487236473331979,-0.04487236473331979,0.9515213519904686,0.8925,0.08405797101449275,0.4405797101449275,0.7420289855072464,1.0484786480095314,1.1075,1.0484786480095314,0.06652639413032328,0.3563516331588899,0.5478647342995169,0.71170018716738,34.716321536819436,34.716321536819436,0.0,0.0,0.0,0.0,0.0,35.26741858896943,21.290788622917642,58.0010775862069,0.0,35.26741858896943,1
96,Kentucky Wildcats,2012,39,121.15223231433424,86.86408717114548,65.14795763922093,0.3769156319249542,0.6897929125256572,0.003626013289429896,0.4335233897511674,0.258326722472961,17.41025641025641,13.687260040242391,0.11930540725059259,11.937816843340965,102.31299020048453,112.8252087749324,5.4,38,1,38-1,121.15223231433424,86.86408717114548,10.171935536419818,10.141246392284192,12.340112265265747,39,-1.0186311571032114,-0.010186311571032114,0.9964663866481648,1.135,0.6840579710144927,0.5246376811594203,0.23768115942028986,1.003533613351835,0.865,1.003533613351835,0.5181796133868917,0.4061496409051893,0.13706280193236717,0.6163100798453354,34.28814514318876,34.28814514318876,0.0,0.0,0.0,0.0,0.0,34.83924219533875,14.962856037548018,51.96065573770492,0.0,34.83924219533875,2
2305,Kansas Jayhawks,2012,38,113.93078485875537,82.7160473789035,66.21864379193215,0.34722330010343727,0.7148439727095114,0.011613039008919702,0.40186932481559473,0.2956997775983687,12.263157894736842,12.098396848381489,0.12643936659476815,14.447826378229928,95.0818986293977,108.12274579677324,-7.3,32,6,32-6,113.93078485875537,82.7160473789035,15.142909611782196,13.338588468738223,13.884534118888933,38,-5.989605232465589,-0.05989605232465589,0.9260399464156636,0.8175,0.34492753623188405,0.6666666666666666,0.7246376811594203,1.0739600535843365,1.1825,1.0739600535843365,0.27962209497814233,0.5523209782072568,0.571256038647343,0.5520248099743674,31.214737479851877,31.214737479851877,0.0,0.0,0.0,0.0,0.0,31.76583453200187,10.149274068289836,32.4327868852459,0.0,31.76583453200187,3
127,Michigan State Spartans,2012,36,113.4043219646766,82.68655936997156,64.53902777142028,0.35982963001910884,0.7396414326024937,-0.007920344677372007,0.3912851871196341,0.27648079792892816,12.555555555555555,15.429533016443852,0.13092333185751115,14.157167683735219,89.02959825157815,109.84505646913968,-6.0,28,8,28-8,113.4043219646766,82.68655936997156,13.860605444888874,12.16869456129819,13.66190197708893,36,-4.707301065572267,-0.04707301065572267,0.8670942164885306,0.85,0.8898550724637682,0.7333333333333333,0.6608695652173913,1.1329057835114695,1.15,1.1329057835114695,0.7609718039302549,0.6408994369251312,0.5066666666666666,0.3446298088374355,30.717762594705036,30.717762594705036,0.0,0.0,0.0,0.0,0.0,31.268859646855027,9.5856309610198,49.853818181818184,0.0,31.268859646855027,4
183,Syracuse Orange,2012,37,116.35042850010942,88.10783030413596,64.3976594951417,0.35747994779365416,0.6084365560189603,0.08530514760355047,0.3371889639906441,0.3103060925171125,13.108108108108109,14.486268750169572,0.13232917663894195,12.507295168517949,95.46086227580015,112.514262678559,1.0,34,3,34-3,116.35042850010942,88.10783030413596,11.862606610570436,10.856838187481086,11.042737735309199,37,-2.7093022312538295,-0.027093022312538295,0.9297308221750535,1.025,0.7913043478260869,0.7478260869565218,0.3333333333333333,1.0702691778249465,0.9750000000000001,1.0702691778249465,0.6392813893671633,0.6174308133685079,0.21666666666666667,0.4740199929074902,28.242598195973457,28.242598195973457,0.0,0.0,0.0,0.0,0.0,28.79369524812345,21.491066586124095,82.27737226277372,0.0,28.79369524812345,5
275,Wisconsin Badgers,2012,36,113.70135615506561,85.86392179656129,57.557465869224544,0.3061115708223132,0.7211611610764687,0.030897897177446905,0.3216781058025377,0.4132281818495479,10.805555555555555,13.913007514324937,0.1260674540672776,16.801053443918235,93.16317350297095,112.34521042203517,-7.0,26,10,26-10,113.70135615506561,85.86392179656129,12.256003028145956,11.276940794337994,14.335065977432471,36,-3.1026986488293495,-0.031026986488293495,0.9073527289865276,0.825,0.7159420289855073,0.663768115942029,0.9536231884057971,1.0926472710134725,1.175,1.0926472710134725,0.5904910705558717,0.5594883434014276,0.7470048309178744,0.38123144385768304,27.837434358504325,27.837434358504325,0.0,0.0,0.0,0.0,0.0,28.388531410654316,15.633749899714076,53.97080291970803,0.0,28.388531410654316,6
142,Missouri Tigers,2012,35,123.58188098151685,95.86573333725134,65.17649860474748,0.30002730204896305,0.6851366804261019,0.06114809163120845,0.382952643841052,0.3824786730953853,14.085714285714285,11.838420425251254,0.08917953716012757,14.345262445206387,106.7278707279353,118.01725772594321,-1.5999999999999996,30,5,30-5,123.58188098151685,95.86573333725134,9.630199050409827,7.663721932383449,13.951015951106443,35,-0.4768946710932198,-0.004768946710932198,1.0394646416894036,0.96,0.2898550724637681,0.04057971014492753,0.7043478260869566,0.9605353583105964,1.04,0.9605353583105964,0.21015985118021618,0.03006886027366475,0.48834782608695654,0.7833250019103917,27.716147644265504,27.716147644265504,0.0,0.0,0.0,0.0,0.0,28.267244696415496,13.622420849737649,74.50181818181818,0.0,28.267244696415496,7
153,North Carolina Tar Heels,2012,37,113.25175973853989,86.05450061151903,71.83443171102058,0.38770879429417543,0.7234400621399139,0.013922867582092092,0.3771646820635004,0.23428368963931637,14.72972972972973,11.76654892766471,0.13935704285734432,15.912344349677161,94.04637286011535,115.07122912573779,-1.0,32,5,32-5,113.25175973853989,86.05450061151903,10.551679515027823,9.530801818849586,12.520654911069368,37,-1.3983751357112162,-0.013983751357112162,0.9159545543303002,0.975,0.2782608695652174,0.8347826086956521,0.8956521739130435,1.0840454456697,1.025,1.0840454456697,0.22769585154868635,0.6980966467730224,0.6120289855072464,0.5115805866331561,27.197259127020857,27.197259127020857,0.0,0.0,0.0,0.0,0.0,27.748356179170848,19.428171842057715,77.99030172413794,0.0,27.748356179170848,8
84,Indiana Hoosiers,2012,36,119.01590058652626,92.81966810122555,65.6551211297514,0.34955018679462163,0.6924925369964896,0.006010538562141662,0.45599007082591364,0.2769675932278045,10.833333333333334,13.036776751318392,0.12696354865706977,16.493288678385866,98.22544980395884,118.89017330201291,-12.0,27,9,27-9,119.01590058652626,92.81966810122555,12.076864320946656,11.47429021506813,14.550528830284017,36,-2.9235599416300495,-0.029235599416300495,0.9566562256781546,0.7,0.5420289855072464,0.672463768115942,0.9420289855072463,1.0433437743218454,1.3,1.0433437743218454,0.4268796299173965,0.5412413751414165,0.8164251207729468,0.43570738654030894,26.196232485300712,26.196232485300712,0.0,0.0,0.0,0.0,0.0,26.747329537450703,8.850622324087915,80.69083553757585,0.0,26.747329537450703,9
46,Georgetown Hoyas,2012,32,110.18011252377353,85.71795066972564,62.64562515242225,0.3490722599212337,0.6962588472077772,-0.001737867814989304,0.4022961036144645,0.3073839114428317,9.125,12.751312105157826,0.12826139545164628,14.866611215480752,91.49286495456036,112.88430664058062,-11.2,23,9,23-9,110.18011252377353,85.71795066972564,12.180048758231221,10.638661939346083,11.771663496293861,32,-3.0267443789146142,-0.030267443789146142,0.8910849381560495,0.72,0.4811594202898551,0.6927536231884058,0.7652173913043478,1.1089150618439505,1.28,1.1089150618439505,0.40275669303036987,0.5926137968632319,0.6529855072463768,0.46823611707412666,24.462161854047892,24.462161854047892,0.0,0.0,0.0,0.0,0.0,25.013258906197883,9.214917011313842,48.5300979934671,0.0,25.013258906197883,10
