team_id,team_display_name,season,games_played,off_efficiency,def_efficiency,tempo,orb_rate,drb_rate,to_margin,ft_rate,three_rate,avg_point_diff,off_eff_std,three_pct_std,point_diff_std,off_eff_floor,def_eff_floor,point_diff_floor,wins,losses,record,adj_off_eff,adj_def_eff,sos,sos_avg,sos_std,num_games,sos_gap,sos_regression,off_floor_quality,diff_floor_quality,off_eff_std_pctile,three_pct_std_pctile,point_diff_std_pctile,off_penalty_mult,diff_penalty_mult,three_penalty_mult,off_eff_adj_var,three_pct_adj_var,point_diff_adj_var,consistency_score,efficiency_margin,margin_per_game,rebound_bonus,to_margin_bonus,ft_rate_bonus,consistency_bonus,supporting_bonus,power_rating_raw,preseason_rating,effective_returning,prior_weight,power_rating,rank
258,Virginia Cavaliers,2019,38,119.1328984413807,83.76887604045552,60.088496412496326,0.3004175006914015,0.7433746921228644,0.029672065810399963,0.2971795821754126,0.3960021243739717,15.31578947368421,13.182008145205428,0.11842296598256596,13.811677908827136,98.9812371682879,117.9879319028757,1.0,35,3,35-3,119.1328984413807,83.76887604045552,13.510232836122915,11.712609801620596,13.309298346562954,38,-5.069769908572663,-0.05069769908572663,0.9431866602751044,1.025,0.5807365439093485,0.8356940509915014,0.509915014164306,1.0568133397248956,0.9750000000000001,1.0568133397248956,0.4719143970189142,0.6572760283176635,0.3323863636363637,0.4980910403721612,35.36402240092518,35.36402240092518,0.0,0.0,0.0,0.0,0.0,35.809173804042146,21.085170999882358,70.26520146520147,0.0,35.809173804042146,1
150,Duke Blue Devils,2019,38,115.4676008643931,83.06728192974487,72.30484136557881,0.3577467657893175,0.7077347490550804,0.016509433340501683,0.33985898039216983,0.3730707211067175,14.921052631578947,12.020553514550077,0.11048149313481372,16.735431872022335,95.94897646646197,113.77503647396317,-2.5999999999999996,32,6,32-6,115.4676008643931,83.06728192974487,14.723652833241152,14.263549731803062,12.887066131653699,38,-6.2831899056909,-0.062831899056909,0.9142924180302222,0.935,0.32577903682719545,0.7025495750708215,0.9065155807365439,1.085707581969778,1.065,1.085707581969778,0.27197049412539903,0.5676649008438314,0.6454545454545455,0.5311654506908631,32.40031893464824,32.40031893464824,0.0,0.0,0.0,0.0,0.0,32.84547033776521,6.652487843033771,22.093959731543624,0.0,32.84547033776521,2
2250,Gonzaga Bulldogs,2019,37,118.82336585907281,86.46236857857237,70.04024225145113,0.3109736700706017,0.7346667141651924,0.03996800705617419,0.35380502171798034,0.35297800129038653,22.783783783783782,13.667579587051064,0.0936877377637145,18.31989679606898,104.34923916295047,121.36461903121679,4.440892098500626e-16,33,4,33-4,118.82336585907281,86.46236857857237,6.171965455508621,6.5086312309479695,12.071548808126844,37,2.2684974720416307,0.09073989888166523,0.9943380503621744,1.0,0.6657223796033994,0.24362606232294617,0.9830028328611898,1.0056619496378256,1.0,1.0056619496378256,0.5147910169843857,0.18233832477440393,0.6571969696969697,0.565965937110962,32.36099728050044,32.36099728050044,0.0,0.0,0.0,0.0,0.0,32.80614868361741,13.051966799612499,74.376,0.0,32.80614868361741,3
2641,Texas Tech Red Raiders,2019,38,111.7109677728389,79.69893140403377,66.2293401498444,0.27363368824710205,0.7179433252543882,0.05152677841290198,0.33564120176560136,0.36230872747063986,13.263157894736842,14.737383220634102,0.10649279795616408,15.21145409565191,90.51409660548295,109.55578270665187,-8.899999999999999,31,7,31-7,111.7109677728389,79.69893140403377,13.134137772851107,11.119258367285196,14.55473113652563,38,-4.693674845300855,-0.04693674845300855,0.8625037525040699,0.7775000000000001,0.8470254957507082,0.6062322946175638,0.7563739376770539,1.13749624749593,1.2225,1.13749624749593,0.7408533349592595,0.5132054228350008,0.6181960227272727,0.3694877623422277,32.01203636880513,32.01203636880513,0.0,0.0,0.0,0.0,0.0,32.457187771922094,13.109229567217112,56.279865771812084,0.0,32.457187771922094,4
127,Michigan State Spartans,2019,39,118.19856561702565,87.10006128385967,66.73204129499555,0.3395363331254913,0.7414480531735195,-0.03712849163042421,0.3444059348677111,0.37973201880316715,12.58974358974359,11.683579669331332,0.0874485405710995,13.844470582943838,102.15757422151628,113.0264590823912,-4.199999999999999,32,7,32-7,118.19856561702565,87.10006128385967,14.143811900195002,13.646770729902045,10.16977685267309,39,-5.703348972644751,-0.057033489726447506,0.973453797995852,0.895,0.24929178470254956,0.1274787535410765,0.5155807365439093,1.026546202004148,1.105,1.026546202004148,0.19677605609908938,0.09739092822459895,0.38089015151515154,0.7919802148029667,31.098504333165977,31.098504333165977,0.0,0.0,0.0,0.0,0.0,31.543655736282943,13.981155949748738,58.3914590747331,0.0,31.543655736282943,5
96,Kentucky Wildcats,2019,37,115.42935930792767,85.44225631082652,65.82619441870332,0.3682591852897053,0.7468595607357945,-0.011266226397107284,0.4282976383558028,0.2981829520162424,11.135135135135135,11.623594793751982,0.09687755840716693,15.358967995861502,102.2171674171915,117.44037981765418,-2.8,30,7,30-7,115.42935930792767,85.44225631082652,13.237251738596045,12.240813206307376,11.916636778904866,37,-4.7967888110457935,-0.047967888110457935,0.9740216582167589,0.93,0.23229461756373937,0.34560906515580736,0.7705382436260623,1.025978341783241,1.0699999999999998,1.025978341783241,0.18325807683053713,0.26389156848127726,0.5512121212121212,0.6965316899963078,29.987102997101147,29.987102997101147,0.0,0.0,0.0,0.0,0.0,30.432254400218113,9.493577182912205,46.700336700336706,0.0,30.432254400218113,6
153,North Carolina Tar Heels,2019,36,116.67745652438776,87.20013024313329,74.49545679780104,0.35432952060496864,0.7754183322526288,0.011435159131462718,0.3050897779572641,0.36048851060169845,12.583333333333334,11.935125389563918,0.11241406051239418,15.959547075563984,102.60094901257195,120.66702395466183,-8.0,29,7,29-7,116.67745652438776,87.20013024313329,14.143756426158083,13.384477283849881,13.191138136867723,36,-5.703293498607831,-0.05703293498607831,0.9776786915250666,0.8,0.3002832861189802,0.7478753541076487,0.8498583569405099,1.0223213084749334,1.2,1.0223213084749334,0.23605019171912384,0.5690086003205991,0.6818181818181819,0.5359723677455954,29.477326281254477,29.477326281254477,0.0,0.0,0.0,0.0,0.0,29.922477684371444,16.375043732821105,65.82491582491583,0.0,29.922477684371444,7
2509,Purdue Boilermakers,2019,36,119.86207263985753,91.49822112571492,65.20465943561896,0.3430458297659776,0.7364501882023643,0.027517462365674712,0.30715651025513707,0.4559670320971778,9.416666666666666,14.517932928310456,0.10695809754532257,14.654838303928356,95.88102125430534,124.76662454814544,-7.0,26,10,26-10,119.86207263985753,91.49822112571492,13.547449953768487,13.23897124178221,9.907053333693858,36,-5.106987026218235,-0.05106987026218235,0.9136448766230227,0.825,0.8101983002832861,0.623229461756374,0.6572237960339944,1.0863551233769773,1.175,1.0863551233769773,0.676782202225679,0.5038740455010629,0.5162878787878789,0.4238592334873867,28.36385151414261,28.36385151414261,0.0,0.0,0.0,0.0,0.0,28.809002917259576,11.900335331568021,42.65319865319866,0.0,28.809002917259576,8
130,Michigan Wolverines,2019,37,110.2626750614163,81.90343736316282,63.83147687882914,0.2465119194756309,0.7523127555631076,0.040605238430075026,0.27979377863546034,0.39840001237642086,11.27027027027027,12.907939232878306,0.11509524404306314,12.724972492108774,89.59620407562544,110.80719637741755,-8.2,30,7,30-7,110.2626750614163,81.90343736316282,12.584446620508727,11.39987839230215,12.108193822244523,37,-4.143983692958475,-0.04143983692958475,0.853757206042382,0.795,0.5382436260623229,0.7932011331444759,0.3087818696883853,1.1462427939576179,1.205,1.1462427939576179,0.47439630599165145,0.676646968636227,0.24875946969696974,0.5112251711564175,28.35923769825348,28.35923769825348,0.0,0.0,0.0,0.0,0.0,28.804389101370447,13.580711969434326,54.66888217522658,0.0,28.804389101370447,9
2,Auburn Tigers,2019,39,117.17687994709881,90.09687406132547,68.33957409704209,0.3088252983041535,0.6749982712685887,0.08295136158780525,0.3178671870175794,0.5003875776382626,9.923076923076923,11.793403550547891,0.0850575737051498,15.941314439934825,98.0503435229492,122.18351249230533,-6.199999999999999,29,10,29-10,117.17687994709881,90.09687406132547,13.394515297758902,12.878041301309946,11.830851799005695,39,-4.95405237020865,-0.0495405237020865,0.9343162269128144,0.845,0.2776203966005666,0.0764872521246459,0.8470254957507082,1.0656837730871858,1.155,1.0656837730871858,0.2274916747285701,0.06066240271634722,0.6540625,0.7242558641578503,27.080005885773346,27.080005885773346,0.0,0.0,0.0,0.0,0.0,27.525157288890313,12.631885201763492,74.33308823529411,0.0,27.525157288890313,10
