team_id,team_display_name,season,games_played,off_efficiency,def_efficiency,tempo,orb_rate,drb_rate,to_margin,ft_rate,three_rate,avg_point_diff,off_eff_std,three_pct_std,point_diff_std,off_eff_floor,def_eff_floor,point_diff_floor,adj_off_eff,adj_def_eff,sos,sos_avg,sos_std,num_games,sos_gap,sos_regression,off_floor_quality,diff_floor_quality,off_eff_std_pctile,three_pct_std_pctile,point_diff_std_pctile,off_penalty_mult,diff_penalty_mult,three_penalty_mult,off_eff_adj_var,three_pct_adj_var,point_diff_adj_var,consistency_score,efficiency_margin,margin_per_game,rebound_bonus,to_margin_bonus,ft_rate_bonus,consistency_bonus,supporting_bonus,power_rating_raw,preseason_rating,effective_returning,prior_weight,power_rating,rank
2305,Kansas Jayhawks,2008,38,120.08172074243028,82.23993429693182,67.63399301728573,0.3756073667272287,0.7086541761500292,0.03459139298124993,0.35951284821133656,0.29575170660079525,19.026315789473685,12.68394696876109,0.1277656629297508,14.052963219511149,102.60104884771428,114.57482041847815,3.4000000000000004,120.08172074243028,82.23993429693182,11.983385005382052,11.466292258603914,11.028823438801306,38,-1.5025490165346156,-0.015025490165346156,0.9973999475717038,1.085,0.45321637426900585,0.7719298245614035,0.5058479532163743,1.002600052428296,0.915,1.002600052428296,0.34301000824019384,0.5949969330206082,0.3085672514619883,0.5774052572812125,37.84178644549846,37.84178644549846,0.0,0.0,0.0,0.0,0.0,38.41420249431669,26.216539904458017,85.23351648351648,0.0,38.41420249431669,1
26,UCLA Bruins,2008,37,115.4254702496945,82.82251499941003,64.37691458454006,0.3845372140696806,0.7363147612605122,0.023480960499132963,0.3813461061209915,0.2778836366933036,14.621621621621621,12.690911734599979,0.12447500539705426,13.26304672420362,97.7288056539883,109.63331037840818,1.6,115.4254702496945,82.82251499941003,14.565288265480048,11.620527045187538,13.53458509458671,37,-4.084452276632611,-0.04084452276632611,0.9500361519716051,1.04,0.45614035087719296,0.7105263157894737,0.38596491228070173,1.049963848028395,0.96,1.049963848028395,0.36153164311923136,0.5735399798249164,0.2470175438596491,0.5928939638486743,32.60295525028447,32.60295525028447,0.0,0.0,0.0,0.0,0.0,33.1753712991027,23.204881016155493,81.47713950762017,0.0,33.1753712991027,2
153,North Carolina Tar Heels,2008,38,121.13978597629675,89.05107537600358,74.84264515144885,0.4251276614798538,0.7085152785200635,0.02280276488561363,0.3941891311205983,0.22622585969761724,16.526315789473685,13.995798350134695,0.11008891719584618,14.503935797820931,96.07367174560352,113.9404939559648,1.7000000000000002,121.13978597629675,89.05107537600358,12.402176351809802,11.828039992598226,11.8135694653874,38,-1.9213403629623649,-0.01921340362962365,0.9339463508244709,1.0425,0.7017543859649122,0.4590643274853801,0.5994152046783626,1.066053649175529,0.9575,1.066053649175529,0.5647258575959577,0.37623724947170684,0.3826267056530215,0.5467699432332642,32.08871060029317,32.08871060029317,0.0,0.0,0.0,0.0,0.0,32.6611266491114,24.71768783886153,70.38297872340425,0.0,32.6611266491114,3
235,Memphis Tigers,2008,39,114.82776310268123,83.36899112894963,69.84500268864053,0.377107637028201,0.7100010228919693,0.057798853033832635,0.4142723466146268,0.3552726750298632,17.512820512820515,13.510425162933855,0.09833827742985103,11.584635457253839,92.50141057041797,108.97572818280989,3.8000000000000003,114.82776310268123,83.36899112894963,9.659079343049237,9.2427532118743,12.42057923930466,39,0.8217566457981995,0.03287026583192798,0.8992198724028824,1.095,0.6052631578947368,0.20760233918128654,0.1608187134502924,1.1007801275971176,0.905,1.1007801275971176,0.5029424544243382,0.17568796265188996,0.09702729044834307,0.7130754086900175,31.4587719737316,31.4587719737316,0.0,0.0,0.0,0.0,0.0,32.031188022549834,16.555996110718894,81.56401384083046,0.0,32.031188022549834,4
275,Wisconsin Badgers,2008,35,111.51370584751535,82.20522307781569,61.36897608347121,0.3613934027354438,0.7119042840577932,0.023595252240195774,0.3993338050595562,0.3200826841608445,12.885714285714286,10.431796957564101,0.11449055161238009,15.032849185096241,95.60088450297094,112.72713592496324,-4.6,111.51370584751535,82.20522307781569,10.54227267689476,10.072965344890063,11.29204689179541,35,-0.06143668804732272,-0.0006143668804732272,0.929350316219462,0.885,0.08771929824561403,0.5321637426900585,0.6871345029239766,1.070649683780538,1.115,1.070649683780538,0.07089506720949418,0.43802798544845695,0.5107699805068225,0.6906396830825368,29.308482769699665,29.308482769699665,0.0,0.0,0.0,0.0,0.0,29.880898818517895,16.356949042879073,59.61565836298932,0.0,29.880898818517895,5
97,Louisville Cardinals,2008,35,109.93683625994106,81.9618608979827,66.7297473766565,0.3274769799390255,0.6921947092713475,0.018385220636393033,0.37705276215041555,0.3842829132166675,11.6,10.245153901686686,0.1038669726518189,12.544508993274825,92.3626497531451,112.15079961180435,-4.199999999999999,109.93683625994106,81.9618608979827,12.559400363604434,11.448359808442383,11.685103944527569,35,-2.078564374756997,-0.02078564374756997,0.8978709580065161,0.895,0.07017543859649122,0.31871345029239767,0.26608187134502925,1.102129041993484,1.105,1.102129041993484,0.058383625336542636,0.2700486569697407,0.19601364522417153,0.8331261086199309,27.974975361958357,27.974975361958357,0.0,0.0,0.0,0.0,0.0,28.547391410776587,18.819789439139992,82.37956204379562,0.0,28.547391410776587,6
150,Duke Blue Devils,2008,33,114.45066281407813,87.13129848396284,72.91177955566452,0.3399792198925277,0.6761100761482802,0.06110993894624181,0.41636655447033405,0.39298251260599937,13.818181818181818,12.90098431448387,0.1025332237976751,15.397756625265549,96.13301905856383,112.4981172756133,-3.3999999999999995,114.45066281407813,87.13129848396284,12.134921065840443,11.26897546754842,12.545704839578082,33,-1.654085076993006,-0.01654085076993006,0.934523274817938,0.915,0.5029239766081871,0.2777777777777778,0.7485380116959064,1.065476725182062,1.085,1.065476725182062,0.40450117257575463,0.22753627802951118,0.5414424951267056,0.6232012098776929,27.31936433011529,27.31936433011529,0.0,0.0,0.0,0.0,0.0,27.89178037893352,21.520851219111748,81.97683397683397,0.0,27.89178037893352,7
251,Texas Longhorns,2008,36,118.81242946816877,91.63822427956768,64.15091030482863,0.3567009446440868,0.6667243437785909,0.037149903797852754,0.3301358039253133,0.35021878937635315,9.75,10.197624602400214,0.08793851746373853,13.3574484304237,101.14733882481258,123.14171638945444,-8.0,118.81242946816877,91.63822427956768,14.02345912497851,12.463272799100954,14.603885352731737,36,-3.5426231361310734,-0.035426231361310734,0.983268217760845,0.8,0.06725146198830409,0.06725146198830409,0.4093567251461988,1.0167317822391548,1.2,1.0167317822391548,0.05161567441839127,0.05256749871378984,0.32748538011695905,0.8790837606535773,27.174205188601093,27.174205188601093,0.0,0.0,0.0,0.0,0.0,27.746621237419323,17.166575171085178,79.48611111111111,0.0,27.746621237419323,8
265,Washington State Cougars,2008,35,113.08017195938788,86.93674164281272,59.06686052086434,0.2806592960236679,0.7055188308023614,0.049669149340905966,0.39265647548069416,0.33856852256519093,10.0,10.459753949706815,0.1186316159901896,15.132745950421556,100.1116128133756,119.9991394473114,-7.6,113.08017195938788,86.93674164281272,12.643703153972785,9.625082255737306,14.787420635772849,35,-2.1628671651253484,-0.021628671651253484,0.9731997722516849,0.81,0.09064327485380116,0.6111111111111112,0.7076023391812866,1.026800227748315,1.19,1.026800227748315,0.07025787675313756,0.4824089090598622,0.561364522417154,0.6627126005235047,26.143430316575163,26.143430316575163,0.0,0.0,0.0,0.0,0.0,26.715846365393393,14.889381675849199,80.415770609319,0.0,26.715846365393393,9
2633,Tennessee Volunteers,2008,34,113.66538989870223,88.73526584168505,72.27504828716793,0.35649644624798005,0.654989204269228,0.06810265690700175,0.3923142568472998,0.38770285047414693,10.735294117647058,11.819414552437932,0.0926181433080154,16.010051432789666,99.97402365434912,120.48342286387951,-2.3999999999999995,113.66538989870223,88.73526584168505,12.342156789033476,11.156425424530372,11.6199878819757,34,-1.8613208001860393,-0.018613208001860393,0.9718622477181577,0.9400000000000001,0.26608187134502925,0.11695906432748537,0.8070175438596491,1.0281377522818422,1.06,1.0281377522818422,0.20650951629060346,0.09244733047729664,0.5702923976608187,0.7424665284015001,24.93012405701718,24.93012405701718,0.0,0.0,0.0,0.0,0.0,25.50254010583541,17.53969104486667,97.08654545454544,0.0,25.50254010583541,10
